,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,torque_nm,torque_max_rpm
4855,2008,95000,80000,petrol,individual,manual,second owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4856,2011,200000,70000,diesel,individual,manual,second owner,23.57,1396.0,70.0,5,tata indigo,140.0,3000
4857,2012,450000,100000,diesel,individual,manual,second owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
4858,2010,200000,175000,diesel,individual,manual,first owner,19.09,1396.0,69.0,5,tata indigo,135.0,2500
4859,2010,200000,70000,petrol,individual,manual,second owner,20.36,1197.0,78.9,5,hyundai i10,111.8,4000
4860,2011,370000,91863,diesel,individual,manual,second owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
4861,2008,250000,100000,petrol,individual,manual,first owner,15.2,1193.0,65.0,5,tata indigo,107.0,2600
4862,2016,290000,10000,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
4863,2018,900000,35000,diesel,individual,manual,first owner,24.52,1248.0,88.5,7,maruti ertiga,200.0,1750
4864,2013,325000,120000,diesel,individual,manual,second owner,20.0,1399.0,68.1,5,ford figo,160.0,2000
4865,2016,425000,30000,petrol,individual,manual,first owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
4866,2014,300000,70000,petrol,individual,manual,first owner,23.95,998.0,67.05,5,maruti alto,90.0,3500
4867,2016,900000,130000,diesel,individual,manual,first owner,21.38,1396.0,88.7,5,hyundai creta,219.7,2750
4868,2016,950000,133000,diesel,individual,manual,first owner,21.38,1396.0,88.7,5,hyundai creta,219.7,2750
4869,2010,320000,120000,diesel,individual,manual,third owner,20.54,1598.0,103.6,5,volkswagen vento,250.0,2500
4870,2019,500000,20000,petrol,individual,manual,first owner,19.44,999.0,75.0,5,volkswagen ameo,95.0,4300
4871,2012,290000,25000,petrol,individual,manual,first owner,15.6,1196.0,70.0,5,ford figo,102.0,4000
4872,2012,60000,90000,petrol,individual,manual,first owner,25.4,624.0,37.48,4,tata nano,51.0,4000
4873,2009,120000,140000,petrol,individual,manual,third owner,19.0,998.0,66.1,5,maruti a-star,90.0,3500
4874,2017,850000,103000,diesel,dealer,manual,first owner,25.6,1498.0,97.9,5,honda city,200.0,1750
4875,2017,1750000,23000,diesel,dealer,manual,first owner,13.68,2393.0,147.8,7,toyota innova,343.0,2800
4876,2015,600000,128000,diesel,dealer,manual,first owner,26.0,1498.0,98.6,5,honda city,200.0,1750
4877,2015,620000,33000,diesel,individual,manual,first owner,20.14,1498.0,88.8,5,volkswagen polo,230.0,2500
4878,2009,150000,70000,petrol,individual,manual,second owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4879,2011,150000,40000,petrol,individual,manual,fourth & above owner,0.0,1086.0,62.0,5,hyundai santro,96.1,3000
4880,2011,200000,80000,diesel,individual,manual,first owner,17.0,1405.0,71.0,5,tata indica,135.0,2500
4881,2015,730000,70000,diesel,individual,manual,first owner,26.21,1248.0,88.5,5,maruti ciaz,200.0,1750
4882,2013,800000,100000,diesel,individual,manual,first owner,12.99,2494.0,100.6,8,toyota innova,200.0,3400
4883,2009,300000,90000,diesel,individual,manual,second owner,14.0,2498.0,112.0,8,mahindra xylo,260.0,2200
4884,2012,190000,112000,diesel,individual,manual,second owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
4885,2011,350000,50000,petrol,individual,manual,first owner,15.5,1799.0,132.0,5,honda civic,175.0,4300
4886,2015,509999,62000,diesel,individual,manual,second owner,24.4,1120.0,71.0,5,hyundai xcent,180.4,2500
4887,2012,400000,90000,diesel,individual,manual,first owner,20.77,1248.0,88.76,7,maruti ertiga,200.0,1750
4888,2013,800000,80000,diesel,individual,manual,first owner,12.99,2494.0,100.0,7,toyota innova,200.0,3400
4889,2016,930000,47552,diesel,individual,manual,second owner,19.67,1582.0,126.2,5,hyundai creta,259.9,2750
4890,2016,720000,40000,diesel,individual,manual,second owner,24.3,1248.0,88.5,5,maruti vitara,200.0,1750
4891,2011,225000,15000,petrol,individual,manual,first owner,15.6,1196.0,70.0,5,ford figo,102.0,4000
4892,2019,950000,20000,diesel,individual,manual,first owner,23.0,1498.0,98.96,5,ford ecosport,205.0,3250
4893,2018,530000,52000,petrol,individual,manual,first owner,17.19,1197.0,81.86,5,hyundai i20,114.73,4000
4894,2016,470000,70000,petrol,individual,manual,first owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
4895,2017,650000,110000,diesel,individual,manual,first owner,15.96,2523.0,63.0,9,mahindra bolero,180.0,1500
4896,2014,540000,77500,diesel,individual,manual,second owner,14.0,2179.0,138.1,7,tata safari,320.0,2700
4897,2015,459999,100000,diesel,individual,manual,second owner,25.2,1248.0,74.0,5,maruti swift,190.0,2000
4898,2019,325000,14700,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
4899,2017,400000,32000,petrol,individual,manual,second owner,18.15,1198.0,82.0,6,mahindra kuv,115.0,3600
4900,2004,70000,70000,petrol,individual,manual,second owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4901,2009,250000,80000,petrol,individual,manual,first owner,17.5,1298.0,85.8,5,maruti swift,114.0,4000
4902,2014,910000,80000,diesel,individual,manual,second owner,12.99,2494.0,100.6,8,toyota innova,200.0,3400
4903,2018,720000,25000,diesel,individual,manual,first owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
4904,2015,590000,50000,diesel,individual,manual,first owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
4905,2015,434000,120000,diesel,individual,manual,first owner,13.58,2499.0,72.4,10,chevrolet tavera,171.0,1800
4906,2018,445000,19700,petrol,individual,manual,first owner,18.15,1198.0,82.0,5,mahindra kuv,115.0,3600
4907,2011,191000,70000,lpg,individual,manual,first owner,20.174999999999997,1086.0,62.1,5,hyundai santro,96.1,3000
4908,2018,372000,50000,diesel,individual,manual,fourth & above owner,25.83,1498.0,99.0,5,ford figo,215.0,3000
4909,2005,65000,90000,petrol,individual,manual,second owner,18.9,998.0,67.1,5,maruti wagon,90.0,3500
4910,2015,300000,140000,diesel,individual,manual,first owner,20.0,1399.0,68.05,5,ford figo,160.0,2000
4911,2017,520000,40000,petrol,individual,manual,first owner,20.3,1199.0,84.0,5,tata tigor,114.0,3500
4912,2014,190000,70000,petrol,individual,manual,third owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
4913,2012,750000,90000,diesel,individual,manual,first owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
4914,2016,750000,110000,diesel,individual,automatic,first owner,18.49,1493.0,100.0,7,mahindra tuv,240.0,2800
4915,2020,360000,5000,petrol,individual,manual,first owner,22.05,796.0,47.3,5,maruti alto,69.0,3500
4916,2013,160000,70000,petrol,individual,manual,second owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
4917,2015,229999,60000,petrol,individual,manual,second owner,19.44,1198.0,67.0,7,datsun go,104.0,4000
4918,2007,85000,120000,petrol,individual,manual,third owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
4919,2018,300000,7000,petrol,individual,manual,first owner,22.5,999.0,67.0,5,datsun redigo,91.0,4250
4920,2014,675000,120000,diesel,individual,manual,first owner,12.05,2179.0,120.0,7,mahindra scorpio,290.0,2800
4921,2014,700000,145241,diesel,individual,manual,first owner,12.05,2179.0,120.0,7,mahindra scorpio,290.0,2800
4922,2008,400000,110000,diesel,individual,manual,first owner,12.7,2609.0,116.6,8,mahindra scorpio,283.0,2200
4923,2016,254999,30000,petrol,individual,manual,third owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
4924,2013,390000,100000,diesel,individual,manual,first owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
4925,2015,450000,80000,diesel,individual,manual,first owner,23.59,1364.0,67.04,5,toyota etios,170.0,2400
4926,2016,1630000,40000,diesel,individual,automatic,second owner,11.36,2755.0,171.5,7,toyota innova,360.0,3400
4927,2017,725000,50000,diesel,individual,manual,first owner,24.3,1248.0,88.5,5,maruti vitara,200.0,1750
4928,2013,466000,95500,diesel,individual,manual,second owner,14.0,2179.0,138.1,7,tata safari,320.0,2700
4929,2018,1350000,40000,diesel,individual,manual,first owner,16.0,2179.0,138.0,7,mahindra xuv500,330.0,2800
4930,2019,1520000,10000,petrol,individual,manual,first owner,16.0,1368.0,160.0,5,jeep compass,250.0,2500
4931,2014,229999,53473,petrol,individual,manual,first owner,23.95,998.0,67.05,5,maruti alto,90.0,3500
4932,2011,250000,100000,diesel,individual,manual,second owner,15.96,2523.0,63.0,9,mahindra bolero,180.0,1500
4933,2013,220000,80000,petrol,individual,manual,first owner,17.92,1086.0,62.1,5,hyundai santro,96.1,3000
4934,2015,360000,120000,diesel,individual,manual,first owner,24.4,1120.0,71.0,5,hyundai xcent,180.4,2500
4935,2018,350000,40000,petrol,individual,manual,first owner,23.95,998.0,67.05,5,maruti alto,90.0,3500
4936,2012,500000,70000,diesel,individual,manual,first owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
4937,2013,145000,90000,diesel,individual,manual,third owner,25.44,936.0,57.6,5,chevrolet beat,150.0,1750
4938,2014,300000,51000,petrol,individual,manual,first owner,18.2,1199.0,82.5,5,chevrolet sail,108.5,5000
4939,2009,180000,87000,petrol,individual,manual,second owner,13.2,1495.0,94.0,5,hyundai accent,125.0,3500
4940,2014,620000,90000,diesel,individual,manual,second owner,19.01,1461.0,108.45,5,renault duster,248.0,2250
4941,2015,360000,110000,petrol,individual,manual,third owner,16.78,1496.0,88.73,5,toyota etios,132.0,3000
4942,2010,245000,86000,petrol,individual,manual,second owner,17.92,1086.0,62.1,5,hyundai santro,96.1,3000
4943,1999,70000,70000,petrol,individual,manual,fourth & above owner,15.9,1298.0,85.0,5,maruti esteem,110.0,4500
4944,2014,650000,140000,diesel,individual,manual,second owner,25.01,1498.0,89.75,5,ford fiesta,204.0,2750
4945,2019,610000,18000,petrol,individual,manual,first owner,21.21,1197.0,81.8,5,maruti swift,113.0,4200
4946,2015,300000,24000,petrol,individual,manual,first owner,23.95,998.0,67.05,5,maruti alto,90.0,3500
4947,2012,450000,150000,diesel,individual,manual,third owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
4948,2011,450000,108000,diesel,individual,manual,first owner,22.32,1582.0,126.3,5,hyundai verna,259.9,2750
4949,2011,340000,60000,petrol,individual,automatic,third owner,16.95,1197.0,78.9,5,hyundai i10,111.8,4000
4950,2013,650000,90000,diesel,individual,manual,first owner,20.77,1248.0,88.76,7,maruti ertiga,200.0,1750
4951,2014,250000,120000,diesel,individual,manual,first owner,19.1,1405.0,70.0,5,tata indica,135.4,2500
4952,2012,225000,100000,diesel,individual,manual,third owner,25.44,936.0,57.6,5,chevrolet beat,150.0,1750
4953,2007,55000,75958,diesel,individual,manual,second owner,17.88,1396.0,52.8,5,tata indica,85.0,2500
4954,1996,42000,70000,petrol,individual,manual,third owner,16.1,796.0,37.0,4,maruti 800,59.0,2500
4955,2007,80000,110000,diesel,individual,manual,third owner,16.8,1405.0,62.0,5,tata indica,125.0,2500
4956,2016,500000,40000,petrol,individual,manual,first owner,20.85,1197.0,83.14,5,maruti swift,115.0,4000
4957,2016,500000,70000,diesel,individual,manual,first owner,25.83,1498.0,99.0,5,ford figo,215.0,3000
4958,2011,400000,60000,diesel,individual,manual,first owner,22.9,1248.0,74.0,5,maruti swift,190.0,2000
4959,2013,550000,90000,diesel,individual,manual,first owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
4960,2007,200000,70000,diesel,individual,manual,second owner,13.93,2179.0,138.1,7,tata new,320.0,2700
4961,2012,280000,65000,petrol,individual,manual,first owner,20.36,1197.0,78.9,5,hyundai i10,111.8,4000
4962,2014,580000,88000,diesel,individual,manual,first owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
4963,2009,100000,80000,diesel,individual,manual,third owner,18.8,1248.0,90.0,5,tata manza,200.0,3000
4964,2014,550000,60000,diesel,individual,manual,first owner,14.0,2523.0,75.0,8,mahindra scorpio,200.0,2200
4965,2017,700000,38000,diesel,individual,manual,first owner,18.49,1493.0,100.0,7,mahindra tuv,240.0,2800
4966,2010,150000,80000,petrol,individual,manual,third owner,15.0,1368.0,90.0,5,tata manza,116.0,4750
4967,2013,500000,110000,diesel,individual,manual,first owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
4968,2017,640000,110000,diesel,individual,manual,first owner,25.2,1248.0,74.0,5,maruti swift,190.0,2000
4969,2011,340000,145000,diesel,individual,manual,first owner,20.86,1199.0,75.0,5,skoda fabia,180.0,2000
4970,2019,811000,43000,diesel,individual,manual,first owner,22.54,1396.0,88.76,5,hyundai elite,224.0,2750
4971,2016,409999,120000,diesel,individual,manual,first owner,23.2,1248.0,73.94,5,maruti ritz,190.0,2000
4972,2007,220000,136000,petrol,individual,manual,second owner,16.1,1298.0,88.2,5,maruti swift,115.0,4500
4973,2013,170000,120000,diesel,individual,manual,second owner,17.88,1405.0,48.21,5,tata indica,85.0,2500
4974,2018,700000,25000,petrol,individual,manual,first owner,18.6,1197.0,81.86,5,hyundai elite,114.73,4000
4975,2003,80000,40000,petrol,individual,manual,second owner,14.4,1599.0,94.0,5,hyundai accent,125.0,3500
4976,2014,420000,120000,diesel,individual,manual,second owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
4977,2018,899000,35000,diesel,individual,manual,first owner,25.1,1248.0,88.5,5,maruti s-cross,200.0,1750
4978,2019,459999,35000,petrol,individual,manual,first owner,19.83,1198.0,67.0,5,datsun go,104.0,4000
4979,2008,150000,120000,diesel,individual,manual,second owner,18.1,1493.0,110.0,5,hyundai verna,240.0,2750
4980,2017,350000,25000,petrol,individual,manual,first owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
4981,2015,509999,100000,diesel,individual,manual,second owner,23.59,1364.0,67.05,5,toyota etios,170.0,2400
4982,2013,500000,120000,diesel,individual,manual,third owner,15.96,2523.0,62.1,9,mahindra bolero,195.0,2200
4983,2017,370000,35000,petrol,individual,manual,first owner,17.57,1193.0,88.7,5,tata zest,140.0,4000
4984,2013,240000,44000,petrol,individual,manual,second owner,20.92,998.0,67.1,5,maruti alto,90.0,3500
4985,2015,530000,100000,diesel,individual,manual,second owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
4986,2015,1000000,133000,diesel,individual,manual,second owner,15.4,2179.0,120.0,7,mahindra scorpio,280.0,2800
4987,2018,1600000,35000,diesel,individual,manual,second owner,13.68,2393.0,147.8,7,toyota innova,343.0,2800
4988,2014,350000,64000,petrol,individual,manual,first owner,20.36,1197.0,78.9,5,hyundai i10,111.8,4000
4989,2015,1100000,70000,diesel,individual,automatic,first owner,16.0,2179.0,140.0,7,mahindra xuv500,330.0,2800
4990,2015,350000,100000,petrol,individual,manual,first owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
4991,2013,370000,90000,diesel,individual,manual,second owner,22.9,1248.0,74.0,5,maruti swift,190.0,2000
4992,2014,220000,50000,petrol,individual,manual,first owner,17.5,1298.0,85.8,5,maruti swift,114.0,4000
4993,2017,400000,50000,diesel,individual,manual,first owner,25.32,1198.0,77.0,6,mahindra kuv,190.0,2250
4994,2013,185000,80000,petrol,individual,manual,second owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
4995,2013,650000,85710,diesel,dealer,manual,first owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
4996,2014,320000,15000,petrol,individual,manual,first owner,20.36,1197.0,78.9,5,hyundai i10,111.8,4000
4997,2017,440000,35000,petrol,individual,automatic,first owner,20.51,998.0,67.0,5,maruti wagon,90.0,3500
4998,2013,315000,49000,petrol,individual,manual,second owner,18.5,1197.0,82.85,5,hyundai i20,113.7,4000
4999,2010,202999,158000,diesel,individual,manual,first owner,18.8,1248.0,90.0,5,tata manza,200.0,3000
5000,2012,179000,30000,petrol,individual,manual,second owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
5001,2008,140000,60000,petrol,individual,manual,second owner,20.36,1197.0,78.9,5,hyundai i10,111.7,4000
5002,2008,150000,40000,petrol,individual,manual,second owner,18.2,1061.0,64.0,5,maruti zen,84.0,3500
5003,2011,440000,60000,diesel,individual,manual,second owner,13.6,2523.0,63.0,7,mahindra bolero,180.0,1500
5004,2011,250000,55130,diesel,dealer,manual,second owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
5005,2014,330000,22000,petrol,individual,manual,first owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
5006,2010,250000,48000,petrol,individual,manual,first owner,15.6,1196.0,70.0,5,ford figo,102.0,4000
5007,2012,335000,45000,petrol,individual,manual,first owner,18.5,1197.0,82.85,5,hyundai i20,113.7,4000
5008,2016,1025000,22522,diesel,dealer,manual,first owner,16.0,2179.0,140.0,7,mahindra xuv500,330.0,2800
5009,2012,320000,51856,petrol,dealer,manual,third owner,18.5,1197.0,80.0,5,hyundai i20,114.0,4000
5010,2018,800000,25000,diesel,individual,manual,first owner,25.5,1498.0,98.6,5,honda wr-v,200.0,1750
5011,2016,375000,34500,petrol,individual,manual,first owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
5012,2012,140000,20000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
5013,2019,550000,3000,petrol,individual,manual,first owner,20.14,1197.0,81.86,5,hyundai xcent,113.75,4000
5014,2019,670000,20000,petrol,individual,manual,first owner,19.5,1199.0,88.76,5,honda amaze,110.0,4800
5015,2018,950000,35000,diesel,individual,manual,first owner,23.0,1498.0,98.96,5,ford ecosport,205.0,3250
5016,2010,300000,60000,diesel,individual,manual,first owner,18.3,1991.0,147.9,5,chevrolet cruze,327.0,2600
5017,2017,1150000,6825,petrol,individual,automatic,first owner,18.0,1497.0,117.6,5,honda city,145.0,4600
5018,2018,375000,50000,cng,individual,manual,first owner,32.910000000000004,1196.0,61.7,5,maruti eeco,85.0,3000
5019,2016,600000,13500,petrol,individual,manual,first owner,17.5,1373.0,91.1,7,maruti ertiga,130.0,4000
5020,2008,700000,260000,diesel,individual,manual,first owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
5021,2018,600000,65000,diesel,individual,manual,first owner,25.4,1186.0,73.97,5,hyundai xcent,190.25,2250
5022,2016,590000,40000,petrol,individual,manual,second owner,20.73,1373.0,91.1,5,maruti ciaz,130.0,4000
5023,2019,420000,30000,petrol,individual,manual,first owner,20.3,1086.0,68.0,5,hyundai santro,99.0,4500
5024,2016,1950000,120000,diesel,individual,manual,first owner,13.5,2477.0,175.56,7,mitsubishi pajero,400.0,2500
5025,2013,541000,112011,diesel,individual,manual,first owner,13.93,2179.0,138.1,7,tata new,320.0,2700
5026,2015,900000,125000,diesel,individual,manual,first owner,12.99,2494.0,100.6,7,toyota innova,200.0,3400
5027,2009,250000,43000,diesel,individual,manual,first owner,18.8,1248.0,90.0,5,tata manza,200.0,3000
5028,2019,670000,53534,diesel,individual,manual,first owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
5029,2019,530000,20000,petrol,individual,manual,first owner,20.3,1199.0,83.81,5,tata tigor,114.0,3500
5030,2013,550000,70000,diesel,individual,manual,third owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
5031,2015,650000,150000,diesel,individual,manual,first owner,15.4,1997.0,120.0,7,mahindra scorpio,280.0,2800
